Motif_Identifier	GO_Term_Identifier	GOMo_Score	p-value	q-value
14	GO:0043565	6.040e-13	8.479e-08	4.268e-06
14	GO:0006355	6.353e-13	8.479e-08	4.268e-06
14	GO:0060255	1.491e-12	8.479e-08	4.268e-06
14	GO:0006357	1.819e-12	8.479e-08	4.268e-06
14	GO:0005488	2.623e-12	8.479e-08	4.268e-06
14	GO:0009653	9.496e-12	8.479e-08	4.268e-06
14	GO:0007399	1.010e-11	8.479e-08	4.268e-06
14	GO:0048468	2.210e-11	8.479e-08	4.268e-06
14	GO:0003677	2.673e-11	8.479e-08	4.268e-06
14	GO:0019219	3.483e-11	8.479e-08	4.268e-06
14	GO:0051171	3.631e-11	8.479e-08	4.268e-06
14	GO:0003676	5.346e-11	8.479e-08	4.268e-06
14	GO:0044444	1.850e-10	8.479e-08	4.268e-06
14	GO:0032502	2.474e-10	8.479e-08	4.268e-06
14	GO:0007275	4.154e-10	8.479e-08	4.268e-06
14	GO:0044446	6.137e-10	8.479e-08	4.268e-06
14	GO:0022008	7.239e-10	8.479e-08	4.268e-06
14	GO:0044422	7.455e-10	8.479e-08	4.268e-06
14	GO:0009790	1.061e-09	8.479e-08	4.268e-06
14	GO:0070013	1.328e-09	8.479e-08	4.268e-06
14	GO:0048856	2.952e-09	8.479e-08	4.268e-06
14	GO:0048699	4.453e-09	8.479e-08	4.268e-06
14	GO:0031981	9.893e-09	8.479e-08	4.268e-06
14	GO:0048731	1.040e-08	8.479e-08	4.268e-06
14	GO:0044428	1.118e-08	8.479e-08	4.268e-06
14	GO:0031974	1.221e-08	8.479e-08	4.268e-06
14	GO:0048869	1.437e-08	8.479e-08	4.268e-06
14	GO:0043233	1.463e-08	8.479e-08	4.268e-06
14	GO:0009887	1.652e-08	8.479e-08	4.268e-06
14	GO:0030182	1.674e-08	8.479e-08	4.268e-06
14	GO:0007389	2.133e-08	8.479e-08	4.268e-06
14	GO:0030154	2.402e-08	8.479e-08	4.268e-06
14	GO:0048523	3.011e-08	8.479e-08	4.268e-06
14	GO:0010628	1.408e-07	8.479e-08	4.268e-06
14	GO:0045941	1.599e-07	8.479e-08	4.268e-06
14	GO:0048598	1.659e-07	8.479e-08	4.268e-06
14	GO:0007417	1.769e-07	8.479e-08	4.268e-06
14	GO:0005623	1.770e-07	8.479e-08	4.268e-06
14	GO:0044464	1.783e-07	8.479e-08	4.268e-06
14	GO:0005654	2.823e-07	8.479e-08	4.268e-06
14	GO:0045935	3.173e-07	8.479e-08	4.268e-06
14	GO:0048513	3.190e-07	8.479e-08	4.268e-06
14	GO:0044260	3.226e-07	8.479e-08	4.268e-06
14	GO:0034960	3.440e-07	8.479e-08	4.268e-06
14	GO:0051173	4.125e-07	8.479e-08	4.268e-06
14	GO:0007264	4.190e-07	8.479e-08	4.268e-06
14	GO:0010629	5.056e-07	8.479e-08	4.268e-06
14	GO:0048522	6.119e-07	8.479e-08	4.268e-06
14	GO:0051252	6.781e-07	8.479e-08	4.268e-06
14	GO:0003002	7.692e-07	8.479e-08	4.268e-06
14	GO:0045893	7.936e-07	8.479e-08	4.268e-06
14	GO:0044237	8.135e-07	8.479e-08	4.268e-06
14	GO:0010558	8.549e-07	8.479e-08	4.268e-06
14	GO:0051254	8.758e-07	8.479e-08	4.268e-06
14	GO:0016043	1.100e-06	8.479e-08	4.268e-06
14	GO:0009890	1.204e-06	8.479e-08	4.268e-06
14	GO:0045944	1.236e-06	8.479e-08	4.268e-06
14	GO:0031327	1.352e-06	8.479e-08	4.268e-06
14	GO:0010605	1.452e-06	8.479e-08	4.268e-06
14	GO:0048519	1.552e-06	8.479e-08	4.268e-06
14	GO:0009892	1.761e-06	8.479e-08	4.268e-06
14	GO:0016481	1.808e-06	8.479e-08	4.268e-06
14	GO:0016563	1.817e-06	8.479e-08	4.268e-06
14	GO:0010646	1.968e-06	8.479e-08	4.268e-06
14	GO:0031324	2.466e-06	8.479e-08	4.268e-06
14	GO:0005794	2.627e-06	8.479e-08	4.268e-06
14	GO:0045934	2.867e-06	8.479e-08	4.268e-06
14	GO:0045892	2.956e-06	8.479e-08	4.268e-06
14	GO:0016564	3.000e-06	8.479e-08	4.268e-06
14	GO:0016740	3.249e-06	8.479e-08	4.268e-06
14	GO:0051253	3.539e-06	8.479e-08	4.268e-06
14	GO:0051172	3.975e-06	8.479e-08	4.268e-06
14	GO:0007420	3.986e-06	8.479e-08	4.268e-06
14	GO:0005667	5.666e-06	8.479e-08	4.268e-06
14	GO:0010604	5.681e-06	8.479e-08	4.268e-06
14	GO:0031328	7.658e-06	8.479e-08	4.268e-06
14	GO:0009966	7.899e-06	8.479e-08	4.268e-06
14	GO:0009893	8.482e-06	8.479e-08	4.268e-06
14	GO:0031325	8.715e-06	8.479e-08	4.268e-06
14	GO:0044451	9.283e-06	8.479e-08	4.268e-06
14	GO:0048666	9.413e-06	8.479e-08	4.268e-06
14	GO:0031175	1.001e-05	8.479e-08	4.268e-06
14	GO:0008134	1.023e-05	8.479e-08	4.268e-06
14	GO:0035295	1.075e-05	8.479e-08	4.268e-06
14	GO:0009891	1.138e-05	8.479e-08	4.268e-06
14	GO:0016055	1.166e-05	8.479e-08	4.268e-06
14	GO:0016772	1.178e-05	8.479e-08	4.268e-06
14	GO:0016301	1.201e-05	8.479e-08	4.268e-06
14	GO:0048518	1.209e-05	8.479e-08	4.268e-06
14	GO:0010557	1.328e-05	8.479e-08	4.268e-06
14	GO:0000166	1.517e-05	8.479e-08	4.268e-06
14	GO:0030030	1.806e-05	8.479e-08	4.268e-06
14	GO:0032553	2.048e-05	8.479e-08	4.268e-06
14	GO:0032555	2.048e-05	8.479e-08	4.268e-06
14	GO:0000122	2.075e-05	8.479e-08	4.268e-06
14	GO:0006996	2.089e-05	8.479e-08	4.268e-06
14	GO:0050794	2.316e-05	8.479e-08	4.268e-06
14	GO:0051179	2.658e-05	8.479e-08	4.268e-06
14	GO:0048812	2.661e-05	8.479e-08	4.268e-06
14	GO:0007409	2.691e-05	8.479e-08	4.268e-06
14	GO:0048858	2.715e-05	8.479e-08	4.268e-06
14	GO:0032990	2.871e-05	8.479e-08	4.268e-06
14	GO:0060284	3.216e-05	8.479e-08	4.268e-06
14	GO:0050793	3.588e-05	8.479e-08	4.268e-06
14	GO:0003702	3.609e-05	8.479e-08	4.268e-06
14	GO:0016773	3.647e-05	8.479e-08	4.268e-06
14	GO:0045165	3.831e-05	8.479e-08	4.268e-06
14	GO:0050789	3.879e-05	8.479e-08	4.268e-06
14	GO:0043170	3.972e-05	8.479e-08	4.268e-06
14	GO:0048667	4.132e-05	8.479e-08	4.268e-06
14	GO:0010551	4.195e-05	8.479e-08	4.268e-06
14	GO:0043283	4.614e-05	8.479e-08	4.268e-06
14	GO:0043234	4.993e-05	8.479e-08	4.268e-06
14	GO:0044238	5.161e-05	8.479e-08	4.268e-06
14	GO:0017015	5.212e-05	8.479e-08	4.268e-06
14	GO:0044267	5.467e-05	8.479e-08	4.268e-06
14	GO:0017076	5.709e-05	8.479e-08	4.268e-06
14	GO:0046907	5.729e-05	8.479e-08	4.268e-06
14	GO:0051960	5.891e-05	8.479e-08	4.268e-06
14	GO:0000902	6.179e-05	8.479e-08	4.268e-06
14	GO:0030900	6.240e-05	8.479e-08	4.268e-06
14	GO:0043009	6.610e-05	8.479e-08	4.268e-06
14	GO:0000904	6.938e-05	8.479e-08	4.268e-06
14	GO:0004672	8.017e-05	8.479e-08	4.268e-06
14	GO:0009792	8.203e-05	8.479e-08	4.268e-06
14	GO:0032991	8.322e-05	8.479e-08	4.268e-06
14	GO:0007411	8.337e-05	8.479e-08	4.268e-06
14	GO:0051649	8.372e-05	8.479e-08	4.268e-06
14	GO:0050767	9.266e-05	8.479e-08	4.268e-06
14	GO:0009952	9.807e-05	8.479e-08	4.268e-06
14	GO:0048729	9.950e-05	8.479e-08	4.268e-06
14	GO:0008152	1.020e-04	8.479e-08	4.268e-06
14	GO:0045595	1.027e-04	8.479e-08	4.268e-06
14	GO:0048646	1.154e-04	8.479e-08	4.268e-06
14	GO:0007242	1.231e-04	8.479e-08	4.268e-06
14	GO:0006464	1.277e-04	8.479e-08	4.268e-06
14	GO:0032989	1.289e-04	8.479e-08	4.268e-06
14	GO:0003824	1.329e-04	8.479e-08	4.268e-06
14	GO:0009888	1.360e-04	8.479e-08	4.268e-06
14	GO:0051641	1.376e-04	8.479e-08	4.268e-06
14	GO:0009968	1.564e-04	8.479e-08	4.268e-06
14	GO:0016192	1.676e-04	8.479e-08	4.268e-06
14	GO:0043412	1.815e-04	8.479e-08	4.268e-06
14	GO:0010926	2.572e-04	8.479e-08	4.268e-06
14	GO:0019904	2.632e-04	8.479e-08	4.268e-06
14	GO:0048663	2.712e-04	8.479e-08	4.268e-06
